50
51
0.0196078431372549
0.0196078431372549
3900
38
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	1	1	0	0	1	1	0	0	1	0	0	1	1	1	1	1	0	1	1	1	0	0	0	0	1	0	0	1	0	1	1	0	0	289
1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	1	1	1	0	1	80
1	1	0	0	0	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	0	0	1	0	0	137
1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	1	1	0	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	0	0	1	1	0	0	140
1	1	0	0	0	0	0	1	1	1	0	0	0	1	1	1	1	1	0	0	1	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	0	0	1	1	0	0	173
1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	1	1	0	0	1	1	0	0	1	0	0	1	1	1	1	1	0	1	1	1	0	0	0	0	1	0	0	1	0	1	1	0	0	257
1	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	0	0	1	0	0	219
1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	1	1	0	0	1	1	0	0	1	0	0	1	1	1	1	1	0	1	1	1	1	0	0	0	1	0	0	1	0	1	1	1	0	0
1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	1	1	1	1	0	0	1	0	0	0	1	0	0	1	1	1	1	0	0	1	1	1	0	0	0	0	1	0	0	1	0	1	1	0	0	111
