4999	1
1	-0.00688955
2	-0.00448572
1	0.0526362
2	-0.0661285
3	0.0290289
4	-0.00578026
1	0.0156099
2	0.00497199
1	-0.0543637
2	-0.0160695
3	0.0105516
4	0.00383768
1	-0.00551965
1	-0.061696
2	-0.0485861
3	0.0166782
4	0.00531811
1	-0.0405498
2	-0.00276055
1	-0.0501794
2	-0.016293
3	-0.0118118
4	-0.00932575
5	0.00169527
1	0.0666108
2	-0.0455547
3	-0.0114626
4	-0.006498
1	0.0468554
2	-0.0465966
3	-0.0398123
4	0.0130859
5	0.00831261
6	-0.0021471
1	-0.00716407
2	0.000267049
1	0.0110329
2	-0.00184658
1	0.0510564
2	-0.0198228
3	0.0138052
4	0.00621479
1	-0.0614591
2	-0.0138663
3	-0.000148219
1	-0.00955245
2	-0.00556201
1	-0.0132888
2	-0.00413406
1	0.00513112
1	0.0274065
2	-0.0124954
3	0.00543014
1	0.0276234
2	-0.0288314
3	-0.0135811
4	-0.00475021
1	0.0517846
2	-0.0397606
3	0.0278726
4	-0.00643085
1	0.0219921
2	0.00827763
3	-0.00582504
1	-0.0491241
2	-0.047978
3	0.00196966
1	-0.0271844
2	-0.0253119
3	0.00372433
1	-0.0740947
2	0.0548128
3	0.0147376
4	0.00168731
1	-0.0325705
2	-0.0304772
3	-0.0215778
4	-0.0127034
5	-0.00910943
6	-0.00446721
1	0.000883892
1	0.0734966
2	-0.0114244
3	-0.00425684
1	0.00450117
1	-0.0559133
2	-0.0294444
3	-0.00839403
4	0.00284761
1	0.00783914
2	-0.000594816
1	0.0135633
2	0.000213323
1	0.0436605
2	-0.0039078
1	0.0260617
2	-0.0130006
3	-0.00786743
1	0.0630947
2	0.027204
3	-0.0221013
4	-0.00950387
5	-0.00160779
1	0.0539068
2	-0.0576575
3	0.0407412
4	0.0261758
5	0.0045043
1	0.0848457
2	-0.060415
3	-0.0117264
4	0.00163258
1	0.0906441
2	0.00570258
1	-0.0177446
2	0.020161
3	0.0104868
4	-4.31734e-005
1	-0.0407773
2	-0.0358614
3	0.0335209
4	0.0151234
5	-0.00204632
1	-0.0867523
2	0.0776973
3	0.0472629
4	-0.0360409
5	0.00488813
1	0.051615
2	0.00472564
1	-0.0354419
2	-0.0282515
3	-0.00778756
1	0.0030015
1	-0.0344622
2	-0.032138
3	0.000114607
1	0.068966
2	-0.0195804
3	-0.0109315
4	0.00224573
1	-0.00623585
2	-0.00100728
1	0.00568041
2	0.00155372
1	-0.0810911
2	-0.00610652
1	-0.0750881
2	-0.0518379
3	-0.0325342
4	0.0122556
5	-0.00232381
1	0.00781724
2	0.00593427
1	-0.045032
2	-0.043198
3	0.0367724
4	0.024928
5	-0.0135121
6	-0.00906416
7	-0.000947094
1	0.0315771
2	0.0175136
3	-0.00337867
1	0.0295538
2	-0.00303934
1	-0.0304326
2	-0.00465208
1	0.0307546
2	-0.0320166
3	-0.0130626
4	0.000680616
1	-0.00895215
2	0.00983827
3	0.0022915
1	-0.0687182
2	0.0624592
3	0.0163863
4	-0.00970307
5	-0.00409605
1	0.0137895
2	0.000550273
1	-0.015451
2	0.0187353
3	0.0100331
4	0.00417359
1	0.0497802
2	-0.000690702
1	-0.0468837
2	0.061174
3	0.0288554
4	-0.0146814
5	-0.0127535
6	-0.00915291
7	0.0077418
1	-0.0349092
