1207	3
 -354	  -45	-0.152806177	-0.284367158
 -390	  -12	-0.974059267	-0.297950441
 -192	  -11	+0.306253243	-0.173933719
 -533	  +59	-0.999450667	-0.506261928
 -356	  -33	+0.830683309	-0.332854798
 -327	  +30	+0.330851161	-0.297895381
 -292	  -45	+0.246803186	-0.243006729
 -457	  -24	-0.418683432	-0.396153543
 -327	  -19	-0.904599139	-0.257457900
 -298	   -5	-0.313821833	-0.243450061
 -459	  -82	-0.111117893	-0.396450536
 -222	  +30	+0.035370952	-0.199562011
 -496	  -86	-0.874446852	-0.396502540
 -481	  -66	-0.083712271	-0.417265610
 -483	  -43	+0.738334300	-0.452062394
 -231	   +3	+0.286355174	-0.199946151
 -193	  -14	-0.384258553	-0.154936093
 -335	  -25	-0.294961394	-0.282597927
 -369	  -11	-0.345805231	-0.317388707
 -491	  -29	-0.596484268	-0.423741874
 -342	   -1	+0.124301889	-0.295495262
 -372	  -63	-0.536729026	-0.293289962
 -481	   +5	-0.778130436	-0.408427129
 -145	   +5	+0.396832179	-0.140253004
 -420	  -47	+0.821344646	-0.386050557
 -411	  -19	-0.995178076	-0.325172185
 -376	  -27	+0.908810694	-0.351247027
 -489	  -35	+0.780877102	-0.468760672
 -243	   +3	-0.540879543	-0.188832179
 -411	  -45	-0.497726371	-0.338032602
 -244	  +23	-0.089571825	-0.212492222
 -283	  -36	-0.522385327	-0.220062413
 -122	  -16	-0.419782098	-0.092815487
 -277	  -32	-0.803216651	-0.210944727
 -290	  +11	-0.050752281	-0.252813503
 -364	  -45	-0.385662404	-0.302130814
 -445	  +86	-0.592638936	-0.411004237
 -530	  -34	+0.278115177	-0.481831218
 -469	  -85	-0.854304636	-0.359729908
 -282	  +16	+0.035859249	-0.238483844
 -379	  +32	+0.602465896	-0.362175356
 -378	  +63	+0.616626484	-0.364307851
 -247	  -13	-0.401898251	-0.191466878
 -340	  -81	+0.767509995	-0.307424992
 -469	  +40	+0.729911191	-0.454135196
 -407	  -51	-0.431806391	-0.336386740
 -187	  -30	+0.666920988	-0.183632672
 -310	  -33	+0.355937376	-0.272868368
 -284	  -28	+0.816522721	-0.259214582
 -334	  -10	+0.478988006	-0.292215437
 -279	  -19	+0.873165075	-0.264701644
 -321	   +7	+0.217505417	-0.281387700
 -161	  -14	+0.343119602	-0.143212749
 -478	  -71	-0.260597552	-0.400819815
 -288	  -11	-0.261574145	-0.242557263
 -358	  -29	-0.363994263	-0.298385415
 -531	  -58	+0.849848933	-0.505045153
 -279	  +11	-0.730582598	-0.218314486
 -201	   +7	+0.545030061	-0.180815636
 -325	  -41	-0.745170446	-0.242976367
 -286	  +38	+0.401593066	-0.260939978
 -385	   -9	-0.456648457	-0.311678165
 -354	  +37	+0.559862056	-0.328979928
 -508	  -69	-0.063753166	-0.448289910
 -172	  -16	-0.947447127	-0.119424188
 -160	  -22	-0.268959624	-0.132354646
 -330	  -18	+0.764030885	-0.310497657
 -463	   -5	+0.828424940	-0.447677181
 -206	   -3	-0.716299936	-0.158923652
 -306	  +22	-0.757683035	-0.244251261
 -293	  -13	-0.699453719	-0.230064365
 -297	  -33	+0.705496384	-0.271651951
 -418	  -59	+0.731864376	-0.375791884
 -493	   -4	+0.464033937	-0.467822571
 -334	  -12	+0.028901028	-0.287857537
 -444	  -24	+0.718436232	-0.414427239
 -260	  -43	+0.839655751	-0.241455945
 -339	  -41	+0.091769158	-0.283041369
 -454	   +7	+0.711844234	-0.431601940
 -551	  -42	-0.720389416	-0.486302532
 -340	  +19	-0.213354900	-0.299038616
 -377	  -59	+0.177770318	-0.325987701
 -392	  +12	-0.760246590	-0.314613834
 -141	  -10	+0.775505844	-0.148824785
 -246	  -26	+0.359477523	-0.215013126
 -504	  -63	+0.125888852	-0.451800621
 -418	  -34	-0.747489853	-0.344728764
 -351	  -14	+0.676198614	-0.319587783
 -320	   +4	+0.752006592	-0.308644567
 -386	  -72	-0.322122868	-0.319079200
 -238	  -10	-0.118503372	-0.197282630
 -302	  -14	+0.693838313	-0.283855612
 -250	  -37	+0.855586413	-0.235498116
 -300	  +25	-0.682424390	-0.249503259
 -257	  -13	+0.036835841	-0.214530582
 -465	  -30	-0.856257820	-0.382012770
 -430	  -54	+0.020722068	-0.369809899
 -413	   +5	-0.956968902	-0.336659036
 -238	  -30	+0.857539598	-0.217443438
 -321	  -37	+0.250343333	-0.286514997
 -377	  -36	-0.459456160	-0.313477741
 -497	  +44	+0.427045503	-0.504837820
 -545	  -77	-0.779473251	-0.451507187
 -318	   +4	+0.368083743	-0.285825031
 -183	  +14	+0.353129673	-0.167488245
 -353	  -84	-0.241798151	-0.278792326
 -374	  +76	-0.840449232	-0.310910208
 -400	  -41	-0.253639332	-0.340865296
 -352	  -35	-0.698416089	-0.274613039
 -187	  -32	+0.557176428	-0.172108590
 -219	  +55	+0.616626484	-0.212481942
 -398	  +65	+0.843623157	-0.386021242
 -367	   -1	-0.921506394	-0.296707590
 -467	  -72	-0.160191656	-0.390215171
 -373	  -38	-0.981872005	-0.290115424
 -528	  -52	-0.357707450	-0.455453470
 -277	   +0	+0.714163640	-0.264155356
 -288	  -34	+0.117954039	-0.251449865
 -289	  +18	-0.146641438	-0.237440298
 -435	  -40	+0.447431867	-0.397533450
 -447	  -54	-0.341898862	-0.383717001
 -255	  -81	-0.336771752	-0.197459721
 -150	  -19	-0.052156133	-0.127725982
 -252	   -1	-0.770378735	-0.183585653
 -181	  +16	-0.352336192	-0.140415637
 -485	  -78	+0.618762780	-0.442932940
 -251	   -9	-0.920163579	-0.189374507
 -376	   -8	-0.697622608	-0.300873957
 -307	  -35	-0.961607715	-0.234078503
 -408	  +25	+0.174047060	-0.365936630
 -438	  -28	-0.402020325	-0.360478021
 -271	  -23	+0.412152470	-0.243796156
 -504	  +44	-0.625232704	-0.469082451
 -334	  -41	-0.193639943	-0.281234122
 -279	  -18	-0.183751946	-0.229788703
 -402	  -44	-0.362773522	-0.321367834
 -236	   +3	-0.802484207	-0.177019146
 -459	  -65	-0.221839045	-0.392308101
 -292	  -58	+0.383037812	-0.254299148
 -373	   +4	-0.032990509	-0.320421235
 -454	  -78	+0.815607166	-0.406008272
 -189	  -31	+0.768669698	-0.175290711
 -359	  +49	-0.705801569	-0.298020839
 -325	  -82	-0.814813684	-0.242760423
 -265	  -27	-0.327188940	-0.216281389
 -139	   +1	-0.723868526	-0.100443615
 -479	  -50	-0.714346751	-0.399513745
 -473	  -75	+0.874691000	-0.431973229
 -470	  -36	+0.813287759	-0.447116533
 -419	  -80	-0.713675344	-0.335644950
 -382	  +38	-0.691763054	-0.329421017
 -284	  -39	-0.091647084	-0.233462247
 -412	  -20	-0.165074618	-0.352800868
 -451	  +16	+0.487594226	-0.418226962
 -322	  -23	+0.005279702	-0.272834711
 -448	  -64	+0.898251289	-0.419585490
 -380	  -21	-0.553086947	-0.300476611
 -378	  +12	+0.891109958	-0.369972473
 -266	   +2	+0.862483596	-0.260302069
 -343	  -43	-0.114597003	-0.276294777
 -375	  -24	-0.381389813	-0.319004517
 -301	  -35	-0.134311960	-0.241437452
 -362	  -10	+0.132602924	-0.317689079
 -412	  -46	-0.562791833	-0.323467618
 -398	   -7	-0.351115452	-0.336554135
 -273	  -26	+0.464827418	-0.238822798
 -348	   +1	+0.059175390	-0.296222830
 -279	  +43	+0.893734550	-0.274358450
 -120	  -35	+0.750236518	-0.121862097
 -273	  +67	+0.997619556	-0.271143211
 -485	  -48	+0.178258614	-0.426790596
 -432	  -30	-0.343363750	-0.371339843
 -108	   +7	-0.418927580	-0.085401599
 -227	   +0	-0.357463301	-0.184743960
 -365	  -29	+0.563890500	-0.336169625
 -150	  -24	-0.658680990	-0.112117073
 -535	  -75	+0.595934935	-0.484939992
 -216	  +43	+0.657948546	-0.209481661
 -342	  -30	+0.496993927	-0.302637459
 -336	  -35	-0.907284768	-0.262536577
 -208	  -10	-0.830744346	-0.150926168
 -400	  -14	-0.077425459	-0.355052752
 -252	   -6	+0.342631306	-0.229535873
 -475	  +77	+0.030549028	-0.454665079
 -553	  -77	+0.762749107	-0.511099252
 -278	   +4	+0.178136540	-0.237220694
 -279	  -33	+0.612964263	-0.260490596
 -144	  +13	-0.787835322	-0.093253394
 -338	  +81	+0.631458480	-0.319996603
 -394	  +47	+0.089632862	-0.366333715
 -420	  -51	-0.957396161	-0.329981109
 -153	  -11	+0.857112339	-0.147539811
 -257	  -28	+0.099093600	-0.224068816
 -224	   -3	-0.549363689	-0.176686896
 -360	  -12	+0.841486862	-0.340179820
 -315	  +44	+0.996887112	-0.307978894
 -474	  -79	+0.486739708	-0.424008082
 -337	   +9	-0.219336528	-0.290608013
 -244	  -49	-0.414777062	-0.193178094
 -270	  -47	-0.667409284	-0.205205311
 -392	  -18	-0.363567003	-0.333891184
 -429	  -78	+0.146702475	-0.375677550
 -242	  -20	-0.372844630	-0.199250107
 -356	  -37	-0.726615192	-0.270610039
